"id","lectureName","lectureId","department","course","semester","classSize","one","two","three","four","five","six","seven","eight","nine","ten","eleven","twelve","thirteen","fourteen","fifteen","sixteen","seventeen","eighteen","nineteen","content","attendance","session","date_created"
452,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","She’s good","None ","All is good ",,,,,
453,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","She’s good","None ","All is good ",,,,,
454,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","She’s good","None ","All is good ",,,,,
455,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Everything ","I think most of us have zero background in plants and so she should take time when teaching us .","Everything because I have a low background in plants before coming to school","I suggest that the exams should purely be from the slides since most of us don't know anything about plants except what's been taught ",,,,,
456,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","She’s good","None ","All is good ",,,,,
457,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","She’s good","None ","All is good ",,,,,
458,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Learning uses of active constituents in the body ","Too much technical terms","Too much technical terms ","More video and pictorial based ",,,,,
459,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","She’s good","None ","All is good ",,,,,
460,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All ","She’s good","None ","All is good ",,,,,
461,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","Second Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Everything ","None ","None ","None ",,,,,
462,"Akua Frema Barfour","5191","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","4","5","5","5","5","5","5","5","5","5","5","Fruits, stems and roots","Botanical sources ","Botanical sources ","Helpful ways of learning pharmacognosy ",,,,,
463,"Daniel Obuobi","5417","Information Technology","ITEC102 Introduction to Information Systems","First Semester","118","4","4","5","5","3","3","5","4","4","4","5","4","4","3","The group assignments ","I found the lecture slides ambiguous ","The lecturer’s delivery was satisfactory","A free and conducive environment for practice with professional guidance ",,,,,
464,"Joseph Odei","5691","Civil Engineering","CENG498 Foundations of Professional Practice","First Semester","16","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The constitutional act","The constitutional act","None","Imperson lectures apart from that he’s the best",,,,,
465,"Emmanuel Ayam","5771","Civil Engineering","CENG364 Foundation Engineering I","First Semester","4","2","1","5","5","1","1","2","1","2","1","1","2","1","2","None","None","Lecture slides and examples, explanation to course, not enough interaction with class,","Detailed explanation, provision of teaching materials, discussion of assignment and examples, ",,,,,
466,"Daniel Anobaah Ankrah","5585","Civil Engineering","CENG382 Water Supply and Environmental Sanitation I","First Semester","19","2","2","2","2","3","3","3","3","3","3","3","3","3","3","Water pollution ","Sanitation ","Repeatition of course and notes through the sem. Saying the same thing everytime","Detailed explanation and examples ",,,,,
467,"Regina Crabbe","5602","Information Technology","ITEC104 Intermediate Programming","Second Semester","118","4","4","4","4","4","5","5","4","4","5","5","4","4","5","Practical sessions","Few slides I’d have to take the responsibility of revising","I barely disliked any aspect of Mrs Regina Crabbe’s course","More credit hours for this particular course would be helpful, as it tends to be a bit more engaging",,,,,
468,"Ninnette Quaofio","5705","Real Estate","REES 104 Information Communication Technology","Second Semester","17","4","5","5","5","5","5","5","5","5","5","5","5","5","5","Every aspect ","None","None","None",,,,,
469,"Ninnette Quaofio","5705","Real Estate","REES 104 Information Communication Technology","Second Semester","17","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Designing personal brochures","N/A","N/A","N/A",,,,,
470,"Alfred Quarcoo","5704","Real Estate","REES 108 Finacial Mathemeatics II","Second Semester","17","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","None ","All","None ",,,,,
471,"Ninnette Quaofio","5705","Architecture","ARCH140 Architectural Design I","Second Semester","17","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Social Media ","None","None","None ",,,,,
472,"Delali Gadzekpo","5710","Real Estate","ARCH128 Construction Technology II","Second Semester","17","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All","None","None ","None",,,,,
473,"Ninnette Quaofio","5705","Real Estate","REES 104 Information Communication Technology","Second Semester","17","5","5","5","5","5","5","5","5","5","5","5","5","5","5","When we had to prepare our own Real Esate brochure "," none","None","More Presentations ",,,,,
474,"Ninnette Quaofio","5705","Architecture","REES 104 Information Communication Technology","Second Semester","17","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Role of Technology in Real Estate ","None","None","None",,,,,
475,"Ninnette Quaofio","5705","Architecture","REES 104 Information Communication Technology","Second Semester","17","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Role of Technology in Real Estate ","None","None","None",,,,,
476,"Delali Gadzekpo","5710","Real Estate","ARCH128 Construction Technology II","Second Semester","17","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Filed trip","None","None","None",,,,,
477,"Ninnette Quaofio","5705","Real Estate","REES 104 Information Communication Technology","Second Semester","17","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Uses of Computer to enhance Agent Customer service ","Non","None","Practicality must be considered ",,,,,
478,"Delali Gadzekpo","5710","Architecture","ARCH128 Construction Technology II","Second Semester","17","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Finishes ","None","None","None",,,,,
479,"Alfred Quarcoo","5704","Real Estate","REES 108 Finacial Mathemeatics II","Second Semester","17","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Every Aspect "," none","None","More quizzes ",,,,,
480,"Alfred Quarcoo","5704","Real Estate","REES 108 Finacial Mathemeatics II","Second Semester","17","5","5","5","5","5","5","5","5","5","5","5","5","5","5","IRR","Annuity ","None","None",,,,,
481,"Alfred Quarcoo","5704","Real Estate","REES 108 Finacial Mathemeatics II","Second Semester","17","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Amortization ","All","All","None",,,,,
482,"Delali Gadzekpo","5710","Architecture","ARCH128 Construction Technology II","Second Semester","54","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Foundations ","None","Beams","Can't hear him well when speaking in class ",,,,,
483,"Christopher Dumevi","5678","PA Dept.","PHAS232 Microbiology II (Practical)","Second Semester","85","5","5","5","5","5","5","5","4","5","4","4","3","3","5","Immunity and vaccination ","None","None","The course is quite bulky and elaborate so it should be broken down to smaller bits going forward for the students ",,,,,
484,"Delali Gadzekpo","5710","Architecture","ARCH128 Construction Technology II","Second Semester","17","3","2","5","5","5","1","5","5","5","5","5","5","5","5","Field trips","none ","none","He needs to focus on the real estate class more ,",,,,,
485,"Prince Nartey-Addy Amoyaw","5560","Pharmaceutical Sciences","PHAD112 Organic Pharmaceutical Chemistry I (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Ethers","None","None","None ",,,,,
486,"Isaac Boapeah","5519","Vision and Life","VLSS102 Development of Christian Thought and Philosophy","Second Semester","7","5","5","5","5","5","5","5","5","5","5","5","5","5","5","None","None","None","None",,,,,
487,"Memuna Mattah","5740","Environment and Development Studies","ENDS310 Environment and Tourism","First Semester","12","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The group assignments of which one of them, we had to select a community and give ideas on how the community can be powered with income through tourism, it made the course really interesting due to the great ideas that were brought from every angle and aside it being practical, it made me understand the course so much better ","None","None","None",,,,,
488,"John Koku","5563","Environment and Development Studies","ENDS312 Environmental Governance and Citizenship","Second Semester","12","5","5","4","4","5","5","5","5","5","5","5","5","5","5","Everything ","None","None","None",,,,,
489,"Elvis Gyeabour","5517","Environment and Development Studies","ENDS302 Research Method II","Second Semester","12","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Coding ","None","None","None",,,,,
490,"Anthony Sarfo","5612","Pharmaceutical Sciences","PHAD142 Human Anatomy & Physiology II (Alpha & Beta)","Second Semester","256","3","4","5","5","4","5","4","2","2","4","5","3","3","5","Reproductive system ","N/A","N/A","N/A",,,,,
491,"Elvis Gyeabour","5517","Environment and Development Studies","ENDS304 Geographic Information System II","Second Semester","12","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Collection of GPS coordinates of the various buildings on campus ","None","None","None",,,,,
492,"Elvis Gyeabour","5517","Environment and Development Studies","ENDS306 Project Appraisal","Second Semester","12","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Presentations ","None","None","None",,,,,
493,"Eric Essandoh Amuah","5628","PA Dept.","PHAS228 Clinical Methods II (Theory & Practical)","First Semester","85","1","5","3","3","1","1","2","5","5","5","5","5","5","5","Theory ","Video aspect ","Video ","More practical less theory ",,,,,
494,"Mr. Bright Appiah","5520","Communications and Languages Studies","COMM 201      Media Law","Second Semester","35","2","1","1","1","1","1","5","1","1","1","1","5","5","1","All","None ","Having do write practicals on paper ","More actual practicals ",,,,,
495,"Frederick Gardiner","5627","Information Technology","ITEC106 Probability & Random Processes","Second Semester","118","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Probability ","None","None","None",,,,,
496,"Philomina Mintah","5562","Vision and Life","VLSS 102 Development of Christian Thought & Philosophy","Second Semester","0","5","4","4","5","4","4","4","5","5","5","4","5","5","5","Free Will ","None ","None","None ",,,,,
497,"Regina Crabbe","5602","Computer Science","ITEC104 Intermediate Programming","First Semester","118","5","5","5","5","5","5","4","3","3","4","4","3","4","4","All","None","Writing practical exams as theory on paper ","More practical exams",,,,,
498,"Susanna Afutu","5690","Faculty of Law","LAW 104 Constitutional Law II","Second Semester","94","5","5","5","5","5","5","5","4","5","5","5","5","5","5","Constitutional law can sometimes be a difficult subject to understand, but they way the lecture takes her time to explain and give examples makes it more appealing. it has come to a point where missing her class will do you harm than good because of the great details she gives during lectures.","It has nothing to do with the lecture, but remembering constitutional law cases is my problem and trust me am working on it.","Generally, there's nothing to dislike about the course. It is a fundamental course in the study of law.","More tutorial questions which are obligatory to answer, even if it will not add to the continuous assessment.",,,,,
499,"Akua Agyeiwaa Afrane","5531","Agribusiness","CBFW108 Introduction to Agribusiness Management","Second Semester","207","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Production aspects","None","None","I have no suggestion",,,,,
500,"Susanna Afutu","5690","Faculty of Law","LAW 104 Constitutional Law II","Second Semester","94","5","5","5","5","5","5","5","4","5","5","5","5","5","5","Constitutional law can sometimes be a difficult subject to understand, but they way the lecture takes her time to explain and give examples makes it more appealing. it has come to a point where missing her class will do you harm than good because of the great details she gives during lectures.","It has nothing to do with the lecture, but remembering constitutional law cases is my problem and trust me am working on it.","Generally, there's nothing to dislike about the course. It is a fundamental course in the study of law.","More tutorial questions which are obligatory to answer, even if it will not add to the continuous assessment.",,,,,
501,"Akua Agyeiwaa Afrane","5531","Agribusiness","CBFW108 Introduction to Agribusiness Management","Second Semester","207","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Production aspects","None","None","I have no suggestion",,,,,
502,"George Osafo Korateng","5574","Pharmacy Practice","PHAD504 Veterinary Pharmacy (Alpha & Beta)","Second Semester","125","2","2","2","2","2","2","2","2","2","2","2","2","2","2","He talked loudly ","He go too fast","Online","More in person class ",,,,,
503,"Dr. Kwablah","5702","BKF ","CBBF 202 Business Finance","First Semester","21","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Frequencies to probabilities managing science and art grouping perishables and bio securities in agribusiness.","Remembering formulae.","N/a.","None.",,,,,
504,"Dr. Kwablah","5702","BKF ","CBBF 202 Business Finance","First Semester","21","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Frequencies to probabilities managing science and art grouping perishables and bio securities in agribusiness.","Remembering formulae.","N/a.","None.",,,,,
505,"Feizel Ayitey","5623","Environment and Development Studies","ENDS206 Environmental Policy","First Semester","","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Examples ","Every aspect was helpful ","Liked every aspect ","Videos",,,,,
506,"Beduya Mawuli","5784","Environment and Development Studies","FREN114 Beginner's French II","First Semester","","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Examples ","Every aspect was helpful ","Liked every aspect ","Videos",,,,,
507,"Fred Otchere","5786","Environment and Development Studies","ENDS106 Introduction to Environmental Science II","First Semester","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Examples ","Every aspect was helpful ","Liked every aspect ","Videos",,,,,
508,"Vitus Gbang","5663","Real Estate","LAW 210 Company Law II","Second Semester","17","3","3","3","1","3","5","5","5","3","3","5","1","2","2","Anything we have classes in person ","online class","online class ","He needs to be giving Assignments ",,,,,
509,"Ninnette Quaofio","5705","Real Estate","REES 104 Information Communication Technology","First Semester","17","5","5","5","5","5","5","5","5","5","5","5","5","5","5","I found all aspects helpful ","I didn’t find any aspect difficult ","I liked all aspects ","I don’t have any suggestions ",,,,,
510,"Delali Gadzekpo","5710","Real Estate","ARCH128 Construction Technology II","First Semester","54","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The non drawing parts ","The drawing aspects of construction technology ","Drawing ","For real estate students i suggest that more time should be given to help us with the drawing because most of us are lagging behind in terms of the drawing aspects ",,,,,
511,"Michael Tchume","5512","Vision and Life","VLSS104 Christian Ethics and Moral Judgement","Second Semester","0","3","5","2","2","4","4","4","3","3","5","1","1","1","3","All the aspects ","None ","None ","None a",,,,,
512,"Emmanuel Bonney","5731","Design (Interior, Graphic & Fashion)","DESN 114 Colour Theory and Application","First Semester","24","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Computer Aided drawing ","Computer Aided drawing ","None ","The practicals should be more",,,,,
513,"James Paul Kretchy","5633","N/A","N/A","Second Semester","N/A","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Clinical Presentations of disease ","It was easy","None","Practical work",,,,,
514,"Margaret Amanuke-Edusei","5549","Social Work","SOWK102 Social Services in Ghana","Second Semester","","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Identifying the social problems and how they can be solved ","None ","None ","It must be taken seriously and always identify ourselves as social workers whenever we go out and see people who need our help ",,,,,
515,"Ninnette Quaofio","5705","N/A","N/A","First Semester","N/A","3","4","4","4","4","4","4","3","4","2","1","3","2","4","Every other course was okay except studio and madam told me it might not be for me but I am willing to give it a try no matter what ! It just means I need to put more hard work because the pressure isn’t easy ","The studio was the most difficult part for me because I have no background in it but I just have to strive on it . ","Studio ","I feel like they need to show us we that have no background in technical drawings should be helped and showed the way forward ",,,,,
516,"Delali Gadzekpo","5710","Real Estate","ARCH128 Construction Technology II","Second Semester","54","5","5","5","3","3","4","5","4","3","3","4","3","3","3","Types of windows ","Staircase","Tropical developing country ","If we can get a projector to show we some of the things he wants to explain. ",,,,,
517,"Isaac Boapeah","5519","Vision and Life","VLSS102 Development of Christian Thought and Philosophy","Second Semester","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Nature and Attributes of God","None","None","Improve more on research. ",,,,,
518,"Gustave Amuzu","5564","Computer Science","COMP412 Expert Systems","First Semester","38","5","5","5","5","5","5","5","5","5","5","5","5","5","5","asdfvgxzcvb","dfghj","cvfbgnm","dfghjk",,,,,
519,"Akua Frema Barfour","5667","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The lecture’s approach of teaching, excellent. ","Bulk information ","Not any that I can think of","Everything is almost perfect actually ",,,,,
520,"Akua Frema Barfour","5667","Pharmaceutical Sciences","PHAD152 Introductory Pharmacognosy (Alpha & Beta)","First Semester","258","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All courses ","None","None","I think she good ",,,,,
521,"Joseph Ocran","5730","N/A","N/A","Second Semester","N/A","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Everything about the course was so helpful and will be useful in long essays ","WAs chancing but tried my best ","No aspect ","No ",,,,,
522,"Joseph Ocran","5730","Sociology","PSYC320 Statistics for Social Sciences","Second Semester","16","5","5","5","5","5","5","5","5","5","5","5","5","3","5","All ","None","None ","None ",,,,,
523,"Feikoab Parimah","5541","Psychology","PSYC106 ICT for Social Sciences","Second Semester","16","5","5","5","5","5","5","5","5","5","5","5","5","5","5","ICT","Basic statistics ","None ","It should be taken seriously ",,,,,
524,"Margaret Amanuke-Edusei","5549","Social Work","SOWK102 Social Services in Ghana","First Semester","","5","5","5","4","5","5","5","5","5","5","5","5","5","5","Services offered by social workers ","None","None, this because everything look relevant ","I suggest more practical work should be done  for instance visiting the social institutions as well",,,,,
525,"Dr. Andrews Kwablah","5726","BKF ","CBFW 102 Business Statistics","Second Semester","20","5","5","5","5","5","5","5","5","5","5","5","5","5","5","I don't think there was an aspect I found difficult ","difficult? none","every aspect was fun, enjoyed the class","currently none",,,,,
526,"Mr. Kofi Akpabli","5550","Communications and Languages Studies","COMM 210 African Studies","First Semester","35","4","4","5","4","4","5","5","4","4","5","5","4","4","4","All","None ","None","We need more field visits within and outside Accra to learn more about our ancestry ",,,,,
527,"Mr. Etornam Komla Buami","5522","Communications and Languages Studies","COMM 104 Introduction to Visual Communication","First Semester","40","5","5","5","5","5","5","5","5","5","5","5","5","5","5","In person and practicals","Group work ","Online where you may not have light or bad network ","There should be more practical sections for the better understanding of the course ",,,,,
528,"DORIS YALLEY","5595","DOSS","MPTH803 CHRISTIANITY IN CONTEMPORARY AFRICA","First Semester","3","4","4","4","3","4","5","4","3","4","4","4","5","3","4","To cherish our African cultural values","To many materials;we students felt that course material must be limited to our exams","The idol worshipping part ie pouring of libations etc","Cut down the many references ie books which is not even in the library.",,,,,
530,"Samual Essel","5789","PA Dept.","PHAS126 Human Physiology & Pathophysiology II (Practical)","First Semester","120","1","1","3","3","5","2","1","1","5","1","1","1","1","1","No aspect was helpful due to poor delivery of the  course Content, numerous repeatition of same topic on like 10 different slides, a total course slides of close to 400 for Respiratory Physiology alone","None was helpful ","Demonstration, slide presentation and picture display. ","Lecturer should be changed to enable quality course delivery ",,,,,
531,"Samual Essel","5789","PA Dept.","PHAS126 Human Physiology & Pathophysiology II (Practical)","Second Semester","120","1","1","3","3","5","1","5","1","5","1","1","1","1","1","No aspect ","Course was poorly delivered","All aspect ","Lecture should be changed",,,,,
532,"Eric Essandoh Amuah","5628","PA Dept.","PHAS228 Clinical Methods II (Theory & Practical)","Second Semester","85","4","3","5","2","2","1","5","1","1","1","5","1","1","1","Course Outline","None was helpful ","Addition of foreign lecture videos to slides knowing perfectly well that History taking in Ghanaian Hospitals is very different ","He is too old and delivers course Content poorly, he can't control the class and himself, his knowledge of course is very poor, get a new, energetic lecturer ",,,,,
533,"Susan Amuasi","5654","PA Dept.","PHAS234 Applied Epidemiology","First Semester","85","4","2","1","5","1","1","1","5","4","4","2","3","3","2","Entire course Content ","Personal research of the course ","Mode of delivery of course Content ","Lecturer act very lazy towards course and students, even sometimes insult and humiliate, lecturer teaches sometimes from direct search from google while lecturing. Lecturer should be strictly assesed on conduct bases",,,,,
534,"Susan Amuasi","5654","PA Dept.","PHAS234 Applied Epidemiology","First Semester","85","4","2","1","5","1","1","1","5","4","4","2","3","3","2","Entire course Content ","Personal research of the course ","Mode of delivery of course Content ","Lecturer act very lazy towards course and students, even sometimes insult and humiliate, lecturer teaches sometimes from direct search from google while lecturing. Lecturer should be strictly assesed on conduct bases",,,,,
535,"Christopher Krebeti","5618","MKT","CBMK 204 Advertising Principles and Practice","Second Semester","","5","5","2","3","2","2","2","2","3","2","2","2","2","2","Market segmentation,differentiation","Pricing strategy ","Market strategy ","Include in-person lectures ",,,,,
536,"Gustave Amuzu","5564","Computer Science","COMP412 Expert Systems","First Semester","38","5","5","5","5","5","5","5","5","5","5","5","5","5","5","This is a test ","This is. a test","This is a t est","Tet",,,,,"2023-09-01 11:18:43.370456"
537,"Gifty Amenya","5565","PA Dept.","PHAS132 Medical Sociology II","First Semester","120","4","3","5","2","2","5","3","3","2","2","3","5","3","2","Delivery of course Content ","None ","How lecturer interact with students. She has less to know command of the course and class","Lecturer should read and research well on the course subject before teaching or lecturering",,,,,"2023-09-01 12:14:43.364368"
538,"Mr. Frederick Frimpong","5753","N/A","N/A","Second Semester","N/A","5","5","4","5","5","5","5","5","5","5","5","5","5","5","Fundamentals of HRM","None ","None ","None",,,,,"2023-09-01 18:07:07.738961"
539,"Yaw Osei Ofori","5504","Agribusiness","CBAG102 Computer Applications for Agricultural Economists","Second Semester","8","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All aspects ","None ","None ","Keep it up ",,,,,"2023-09-02 09:52:44.359379"
540,"Yaw Osei Ofori","5504","Agribusiness","CBAG308 Econometrics Application to Agribusiness","Second Semester","8","5","5","5","5","5","5","5","5","5","5","5","5","5","5","None ","None ","None ","None ",,,,,"2023-09-02 10:00:32.329509"
541,"Yaw Osei Ofori","5504","Agribusiness","CBAG308 Econometrics Application to Agribusiness","Second Semester","3","4","5","5","5","5","5","5","5","5","5","5","5","5","4","The entire course is helpful","Not really","Not really","There should be more teaching equipment like projector",,,,,"2023-09-02 10:03:31.545405"
542,"Yaw Osei Ofori","5504","Agribusiness","CBAG308 Econometrics Application to Agribusiness","First Semester","3","4","4","4","4","4","4","4","4","4","4","4","4","5","5","Microsoft Excel application","Nothing","The time lectures start. 7 a.m. is too early for those of us who live outside campus","Nothing",,,,,"2023-09-02 12:29:25.630446"
543,"Yaw Osei Ofori","5504","Agribusiness","CBAG308 Econometrics Application to Agribusiness","Second Semester","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Nothing ","Nothing ","Not ","Good ",,,,,"2023-09-02 13:10:23.4845"
544,"Nana Baah Gyan","5626","Computer Science","ITEC414 Networking Programming","First Semester","35","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Testing","Testing","Testing","Testing",,,,,"2023-09-03 17:01:46.804085"
545,"Gustave Amuzu","5564","Computer Science","COMP412 Expert Systems","First Semester","38","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Test","Test","Test","Test",,,,,"2023-09-04 13:15:18.171135"
546,"Freda Marfo-Ahenkrah","6165","Faculty of Law","LAW 206 Public International Law II","First Semester","32","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The Lecturer’s interest in ensuring students undertake intermittent tests ","It’s generally a good in all aspects ","None","The Lecturer has a good grasp of the course ",,,,,"2023-09-04 15:23:45.055289"
547,"Eunice Appiah Asare","6417","Faculty of Law","LAW 106 Law of Contract II ","Second Semester","32","5","5","5","5","5","5","5","5","5","5","5","5","5","5","There are cases to back every principle","It is loaded with principles ","None","The Lecturer has a strong grasp of the course, every Law student should at least have contact with her",,,,,"2023-09-04 15:27:57.073884"
548,"Sharon Ama Blankson","6289","Faculty of Law","LAW 414 Law of Evidence II","First Semester","30","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The fact that it bothers on Ghanaian history ","None ","None ","The scope of the Course should be widened ",,,,,"2023-09-04 15:31:07.204787"
549,"Paul Atiemo","6231","Faculty of Law","LAW 104 Constitutional Law II","First Semester","32","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All aspects","None ","None","More time should allocated for it",,,,,"2023-09-04 15:35:17.085279"
550,"Mr. Kofi Akpabli","6169","Communications and Languages Studies","COMM 311 Advanced Print Journalism","First Semester","9","4","4","5","5","5","5","5","5","4","5","3","5","5","5","Everything","None","Nothing really","Make arrangements for students transportation to when they have an off campus assignment",,,,,"2023-09-04 16:15:31.169805"
551,"Dr. Marian Tsegah","6236","Communications and Languages Studies","COMM 309 Advanced Advertising","First Semester","35","4","4","5","4","5","5","5","5","5","5","5","5","5","5","The group assignments","Nothing","NA","N/A",,,,,"2023-09-04 16:29:29.536908"
552,"Naa Ashorkor","6332","Communications and Languages Studies","COMM 320    Radio & TV Production","First Semester","45","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Practicals","Group assignments","Group Assignment","Better equipping of the radio studio",,,,,"2023-09-04 16:34:19.357638"
553,"Naa Ashorkor","6332","Communications and Languages Studies","COMM 320    Radio & TV Production","Second Semester","45","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Podcast running a podcast","Production","When people fail to do their production assignments","Equipping the radios studio",,,,,"2023-09-04 16:40:44.804587"
554,"Joseph Ashalley","6129","Faculty of Law","LAW 314 Commercial Law II","First Semester","96","4","5","4","5","5","5","5","4","5","5","5","5","5","5","Every aspect","none","None","More seminars for students",,,,,"2023-09-04 17:38:39.523462"
555,"Justice Gilbert Ayisi Addo","6269","Faculty of Law","LAW 108 Criminal Law II","First Semester","16","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Treating Act 29/60","None","None","Keep it up",,,,,"2023-09-04 18:30:45.543209"
556,"Beryl Sunkwa-Mills","6117","Faculty of Law","LAW 206 Public International Law II","First Semester","38","3","1","3","3","1","1","1","1","1","1","1","2","2","1","The fact that we got the course outline ","Everything ","I had to do all research just to get the understanding of the course. The lecturer did not lecture any of the topics.  ","I suggest we get a good lecturer who has a different approach to the course and who is ready to teach students to understand the course ",,,,,"2023-09-04 21:56:36.424257"
557,"Beryl Sunkwa-Mills","6117","Faculty of Law","LAW 206 Public International Law II","First Semester","60","2","1","2","1","1","1","1","1","1","1","1","1","2","1","None as the lecturer did not help me understand the course. Foundation was very bad","All, lecturer never addressed our concerns as she was keen on doing what she wants to do","Everything, none grading of presentation. Not grading assignment. Not presenting our scores or graded script to us. ","The lecturer must be changed as student are continously failing to grasp the content of the course being taught. ",,,,,"2023-09-05 08:06:24.689888"
558,"Christopher Krebeti","6358","MKT","CBMK 204 Advertising Principles and Practice","Second Semester","207","5","5","5","5","5","5","5","5","5","5","5","5","5","5","None ","None ","None ","None ",,,,,"2023-09-05 09:16:05.5704"
559,"Christopher Krebeti","6358","MKT","CBMK 204 Advertising Principles and Practice","Second Semester","207","2","2","2","2","1","1","1","1","1","1","1","1","1","1","None","All","All","Hmm",,,,,"2023-09-05 09:16:41.885837"
560,"Christopher Krebeti","6358","MARKETING","CBFW104 Fundamentals Of Marketing","Second Semester","207","2","1","1","1","1","1","2","1","1","2","1","1","1","1","None I can mention, most of the time I do not understand what is being taught unless I do intensive self studying ","Every aspect of it ","The entire course and the lecturer","A new lecturer would be most efficient ",,,,,"2023-09-05 09:19:41.896353"
561,"Christopher Krebeti","6358","MARKETING","CBFW104 Fundamentals Of Marketing","Second Semester","207","2","1","3","3","1","1","2","2","2","3","1","1","1","1","All the aspects","All the aspects","The topics were not taught well","Get a better lecturer ",,,,,"2023-09-05 09:33:43.824975"
562,"DANIEL OFFEI","6251","ECONOMICS","ECON507 QUANTITATIVE ECONOMICS","First Semester","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The Analytical nature of the course","Some of the calculations were a bit complex ","None","Video links could be added for further exploration of the course",,,,,"2023-09-05 09:51:00.177917"
